Date;Close
25/10/2022;222.419.998
26/10/2022;224.639.999
27/10/2022;225.089.996
28/10/2022;228.520.004
31/10/2022;227.539.993
01/11/2022;227.820.007
02/11/2022;214.979.996
03/11/2022;215.309.998
04/11/2022;207.470.001
07/11/2022;197.080.002
08/11/2022;191.300.003
09/11/2022;177.589.996
10/11/2022;190.720.001
11/11/2022;195.970.001
14/11/2022;190.949.997
15/11/2022;194.419.998
16/11/2022;186.919.998
17/11/2022;183.169.998
18/11/2022;180.190.002
21/11/2022;167.869.995
22/11/2022;169.910.004
23/11/2022;183.199.997
25/11/2022;182.860.001
28/11/2022;182.919.998
29/11/2022;180.830.002
30/11/2022;194.699.997
01/12/2022;194.699.997
02/12/2022;194.860.001
05/12/2022;182.449.997
06/12/2022;179.820.007
07/12/2022;174.039.993
08/12/2022;173.440.002
09/12/2022;179.050.003
12/12/2022;167.820.007
13/12/2022;160.949.997
14/12/2022;156.800.003
15/12/2022;157.669.998
16/12/2022;150.229.996
19/12/2022;149.869.995
20/12/2022;137.800.003
21/12/2022;137.570.007
22/12/2022;125.349.998
23/12/2022;123.150.002
27/12/2022;109.099.998
28/12/2022;112.709.999
29/12/2022;121.820.000
30/12/2022;123.180.000
03/01/2023;108.099.998
04/01/2023;113.639.999
05/01/2023;110.339.996
06/01/2023;113.059.998
09/01/2023;119.769.997
10/01/2023;118.849.998
11/01/2023;123.220.001
12/01/2023;123.559.998
13/01/2023;122.400.002
17/01/2023;131.490.005
18/01/2023;128.779.999
19/01/2023;127.169.998
20/01/2023;133.419.998
23/01/2023;143.750.000
24/01/2023;143.889.999
25/01/2023;144.429.993
26/01/2023;160.270.004
27/01/2023;177.899.994
30/01/2023;166.660.004
31/01/2023;173.220.001
01/02/2023;181.410.004
02/02/2023;188.270.004
03/02/2023;189.979.996
06/02/2023;194.759.995
07/02/2023;196.809.998
08/02/2023;201.289.993
09/02/2023;207.320.007
10/02/2023;196.889.999
13/02/2023;194.639.999
14/02/2023;209.250.000
15/02/2023;214.240.005
16/02/2023;202.039.993
17/02/2023;208.309.998
21/02/2023;197.369.995
22/02/2023;200.860.001
23/02/2023;202.070.007
24/02/2023;196.880.005
27/02/2023;207.630.005
28/02/2023;205.710.007
01/03/2023;202.770.004
02/03/2023;190.899.994
03/03/2023;197.789.993
06/03/2023;193.809.998
07/03/2023;187.710.007
08/03/2023;182.000.000
09/03/2023;172.919.998
10/03/2023;173.440.002
13/03/2023;174.479.996
14/03/2023;183.259.995
15/03/2023;180.449.997
16/03/2023;184.130.005
17/03/2023;180.130.005
20/03/2023;183.250.000
21/03/2023;197.580.002
22/03/2023;191.149.994
23/03/2023;192.220.001
24/03/2023;190.410.004
27/03/2023;191.809.998
28/03/2023;189.190.002
29/03/2023;193.880.005
30/03/2023;195.279.999
31/03/2023;207.460.007
03/04/2023;194.770.004
04/04/2023;192.580.002
05/04/2023;185.520.004
06/04/2023;185.059.998
10/04/2023;184.509.995
11/04/2023;186.789.993
12/04/2023;180.539.993
13/04/2023;185.899.994
14/04/2023;185.000.000
17/04/2023;187.039.993
18/04/2023;184.309.998
19/04/2023;180.589.996
20/04/2023;162.990.005
21/04/2023;165.080.002
24/04/2023;162.550.003
25/04/2023;160.669.998
26/04/2023;153.750.000
27/04/2023;160.190.002
28/04/2023;164.309.998
01/05/2023;161.830.002
02/05/2023;160.309.998
03/05/2023;160.610.001
04/05/2023;161.199.997
05/05/2023;170.059.998
08/05/2023;171.789.993
09/05/2023;169.149.994
10/05/2023;168.539.993
11/05/2023;172.080.002
12/05/2023;167.979.996
15/05/2023;166.350.006
16/05/2023;166.520.004
17/05/2023;173.860.001
18/05/2023;176.889.999
19/05/2023;180.139.999
22/05/2023;188.869.995
23/05/2023;185.770.004
24/05/2023;182.899.994
25/05/2023;184.470.001
26/05/2023;193.169.998
30/05/2023;201.160.004
31/05/2023;203.929.993
01/06/2023;207.520.004
02/06/2023;213.970.001
05/06/2023;217.610.001
06/06/2023;221.309.998
07/06/2023;224.570.007
08/06/2023;234.860.001
09/06/2023;244.399.994
12/06/2023;249.830.002
13/06/2023;258.709.991
14/06/2023;256.790.009
15/06/2023;255.899.994
16/06/2023;260.540.009
20/06/2023;274.450.012
21/06/2023;259.459.991
22/06/2023;264.609.985
23/06/2023;256.600.006
26/06/2023;241.050.003
27/06/2023;250.210.007
28/06/2023;256.239.990
29/06/2023;257.500.000
30/06/2023;261.769.989
03/07/2023;279.820.007
05/07/2023;282.480.011
06/07/2023;276.540.009
07/07/2023;274.429.993
10/07/2023;269.609.985
11/07/2023;269.790.009
12/07/2023;271.989.990
13/07/2023;277.899.994
14/07/2023;281.380.005
17/07/2023;290.380.005
18/07/2023;293.339.996
19/07/2023;291.260.010
20/07/2023;262.899.994
21/07/2023;260.019.989
24/07/2023;269.059.998
25/07/2023;265.279.999
26/07/2023;264.350.006
27/07/2023;255.710.007
28/07/2023;266.440.002
31/07/2023;267.429.993
01/08/2023;261.070.007
02/08/2023;254.110.001
03/08/2023;259.320.007
04/08/2023;253.860.001
07/08/2023;251.449.997
08/08/2023;249.699.997
09/08/2023;242.190.002
